"","length_url","length_hostname","ip","nb_dots","nb_hyphens","nb_at","nb_qm","nb_and","nb_or","nb_eq","nb_underscore","nb_tilde","nb_percent","nb_slash","nb_star","nb_colon","nb_comma","nb_semicolumn","nb_dollar","nb_space","nb_www","nb_com","nb_dslash","http_in_path","https_token","ratio_digits_url","ratio_digits_host","punycode","port","tld_in_path","tld_in_subdomain","abnormal_subdomain","nb_subdomains","prefix_suffix","random_domain","shortening_service","path_extension","nb_redirection","nb_external_redirection","length_words_raw","char_repeat","shortest_words_raw","shortest_word_host","shortest_word_path","longest_words_raw","longest_word_host","longest_word_path","avg_words_raw","avg_word_host","avg_word_path","phish_hints","domain_in_brand","brand_in_subdomain","brand_in_path","suspecious_tld","statistical_report","nb_hyperlinks","ratio_intHyperlinks","ratio_extHyperlinks","ratio_nullHyperlinks","nb_extCSS","ratio_intRedirection","ratio_extRedirection","ratio_intErrors","ratio_extErrors","login_form","external_favicon","links_in_tags","submit_email","ratio_intMedia","ratio_extMedia","sfh","iframe","popup_window","safe_anchor","onmouseover","right_clic","empty_title","domain_in_title","domain_with_copyright","whois_registered_domain","domain_registration_length","domain_age","web_traffic","dns_record","google_index","page_rank","status","id"
"56",43,12,"0",3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,"0","0",0.046511628,0,0,0,"0","0","0",3,"0","1","0",0,0,0,6,3,3,3,3,7,4,7,4.333333333,3.5,4.75,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","1","1","1","0",0,-1,48450,0,"0","6","0",56
"57",42,8,"0",2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","1","0",0,1,0,6,0,3,4,3,6,4,6,4.333333333,4,4.4,0,"0",0,0,"0",0,756,1,0,0,0,0,0,0,0,"0","0",100,0,100,0,0,0,0,100,0,"0","0","1","0","0",197,-1,569875,0,"1","5","0",57
"58",35,27,"0",2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","1",0,0,0,2,1,8,8,0,14,14,0,11,11,0,0,"1",0,0,"0",0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,"0","1",0,0,0,0,0,0,0,14.28571429,0,"0","0","1","0","0",374,7295,0,0,"1","5","1",58
"59",46,18,"0",1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,"0","1",0,0,0,0,"0","0","0",1,"1","0","0",0,1,0,3,0,9,14,9,14,14,9,10.66666667,14,9,0,"0",0,0,"0",0,79,0.278481013,0.721518987,0,10,0,0.01754386,0,0.01754386,"0","1",20,0,11.11111111,88.88888889,0,0,0,40,0,"0","0","1","1","0",3557,8130,1229068,0,"0","4","0",59
"60",36,9,"0",1,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",1,"0","1","0",0,1,0,4,0,4,4,4,8,4,8,5.25,4,5.666666667,1,"0",0,0,"0",0,183,0.967213115,0.032786885,0,0,0,0.333333333,0,0,"0","1",87.5,0,93.33333333,6.666666667,0,0,0,89.65517241,0,"0","0","0","0","0",310,2247,50432,0,"0","5","0",60
"61",60,17,"0",2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,0,0,"0","0",0.033333333,0,0,0,"0","0","0",2,"1","0","1",0,1,0,9,3,1,3,1,12,9,12,4.444444444,6,4,0,"1",0,0,"0",0,100,0.47,0.53,0,0,0,0.20754717,0,0.226415094,"0","1",31.81818182,0,9.090909091,90.90909091,0,0,0,66.66666667,0,"0","0","0","0","0",285,10674,23,0,"1","8","0",61
"62",27,14,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,1,0,3,3,3,3,4,6,6,4,4.333333333,4.5,4,0,"0",0,0,"0",0,64,0.875,0.125,0,0,0,0.5,0,0,"0","0",66.66666667,0,0,100,0,0,0,50,0,"0","0","0","0","0",981,6689,186837,0,"1","5","0",62
"63",24,16,"0",3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",3,"0","1","0",0,0,0,3,3,1,1,0,7,7,0,3.666666667,3.666666667,0,0,"0",0,0,"0",0,8,0,1,0,1,0,0,0,0.125,"0","1",0,0,0,100,0,0,0,0,0,"0","0","0","0","0",2692,-1,0,0,"0","3","0",63
"64",54,18,"0",2,3,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,"0","1",0.074074074,0,0,0,"0","0","0",2,"0","0","1",0,1,0,7,3,2,3,2,10,10,7,5.285714286,6.5,4.8,1,"0",0,0,"0",0,157,0.923566879,0.076433121,0,1,0,0.166666667,0,0.083333333,"1","1",78.94736842,0,83.33333333,16.66666667,0,0,0,20,0,"0","0","1","1","0",2392,-1,10619,0,"0","6","0",64
"65",45,26,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","0",0.088888889,0.038461538,0,0,"0","0","0",2,"0","0","0",0,0,0,3,1,3,3,10,17,17,10,10,10,10,0,"0",0,0,"1",0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","1","1","0","0",2430,1953,4365,0,"1","3","1",65
"66",29,21,"0",3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","1",0.206896552,0.285714286,0,0,"0","0","0",3,"0","0","0",0,0,0,3,1,2,2,0,7,7,0,5,5,0,0,"0",0,0,"0",0,11,0,1,0,2,0,0,0,0,"0","1",0,0,0,0,0,0,0,0,0,"0","0","1","1","0",109,257,0,0,"0","0","1",66
"67",26,17,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,2,3,3,3,0,9,9,0,6,6,0,0,"0",0,0,"0",0,261,0.858237548,0.141762452,0,2,0,0.027027027,0,0,"0","1",92.59259259,0,13.33333333,86.66666667,0,0,0,85.71428571,0,"0","0","1","1","0",339,4774,0,0,"0","1","0",67
"68",128,50,"1",4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,"0","0",0.1640625,0,0,0,"0","1","0",3,"1","0","0",0,0,0,13,2,2,3,2,17,13,17,7.769230769,8.4,7.375,0,"0",0,0,"0",0,51,1,0,0,0,0,0,0,0,"0","0",100,0,100,0,0,0,0,100,0,"0","0","1","1","0",25,3993,5707171,0,"1","0","1",68
"69",109,19,"0",2,1,0,1,1,0,2,2,0,0,6,0,1,0,1,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"1","0","0",0,0,0,13,0,2,15,2,15,15,12,6.615384615,15,5.916666667,3,"0",0,0,"0",0,47,1,0,0,0,0,0,0,0,"0","0",100,0,100,0,0,0,0,100,0,"0","0","1","1","0",29,1432,0,0,"1","0","1",69
"70",82,24,"1",3,1,0,0,0,0,1,0,0,0,4,0,1,4,0,0,0,0,0,0,"0","1",0.219512195,0,0,0,"0","0","0",3,"1","0","0",0,0,0,7,1,1,9,1,24,10,24,9.285714286,9.5,9.2,2,"0",0,0,"0",0,61,0.081967213,0.918032787,0,2,0,0.160714286,0,0.696428571,"0","1",14.28571429,0,100,0,0,0,0,0,0,"0","0","1","0","0",210,520,0,0,"1","0","1",70
"71",168,20,"0",2,1,0,1,0,0,1,3,0,0,16,0,1,0,0,0,0,0,0,0,"0","1",0.029761905,0,0,0,"0","0","0",2,"1","0","0",0,1,0,21,3,2,16,2,16,16,13,6.476190476,16,6,2,"0",0,0,"0",0,1,0,1,0,0,0,0,0,0,"0","0",0,0,0,100,0,0,0,0,0,"0","1","1","0","0",11,1838,0,0,"1","1","1",71
"72",45,34,"1",4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","1",0.177777778,0.205882353,0,0,"0","0","0",3,"0","0","0",0,1,0,5,0,2,2,3,9,9,3,6,6.75,3,0,"0",0,0,"0",0,4,0.25,0.75,0,0,0,0,0,0,"0","1",0,0,100,0,0,0,0,0,0,"0","0","1","0","0",358,372,0,0,"1","1","1",72
"73",33,12,"1",2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0.212121212,0,0,0,"0","0","0",2,"0","1","0",0,2,0,4,5,3,3,5,7,4,7,4.75,3.5,6,0,"1",0,0,"0",0,584,0.748287671,0.251712329,0,4,0,0.00680272099999999,0,0,"0","1",0,0,0,100,0,0,0,94.54545455,0,"0","0","0","0","0",1261,8964,70,0,"0","8","0",73
"74",49,17,"0",2,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",2,"1","0","0",0,1,0,6,5,3,3,3,9,9,6,5.333333333,6,5,0,"0",0,0,"0",0,157,0.23566879,0.76433121,0,0,0,0.191666667,0,0.041666667,"0","1",16.66666667,0,0,100,0,0,0,3.47826087,0,"0","0","1","0","0",764,5079,97457,0,"0","5","0",74
"75",38,30,"0",3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",3,"0","0","0",0,0,0,3,0,5,5,0,10,10,0,8,8,0,1,"0",0,0,"0",0,1,1,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","0","1","0","0",290,1901,0,0,"1","0","1",75
"76",35,27,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,2,3,3,3,0,19,19,0,11,11,0,0,"0",0,0,"0",0,5,0.6,0.4,0,0,0,0.5,0,0,"0","0",100,0,0,100,0,0,0,0,0,"0","0","1","1","0",166,2756,0,0,"0","2","0",76
"77",98,13,"1",3,1,0,1,1,0,2,1,0,0,10,0,1,0,0,0,0,1,0,0,"0","0",0.112244898,0,0,0,"0","0","0",3,"1","0","0",0,1,0,15,5,2,3,2,15,6,15,4.733333333,4.5,4.769230769,3,"0",0,0,"0",0,4,1,0,0,0,0,0,0,0,"0","0",100,0,0,0,0,0,0,100,0,"0","0","1","0","0",220,2618,0,0,"1","0","1",77
"78",34,27,"0",2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","0","1",0,1,0,2,0,8,8,0,14,14,0,11,11,0,0,"1",0,0,"0",0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,"0","1",0,0,0,0,0,0,0,14.28571429,0,"0","0","1","0","0",374,7295,0,0,"1","5","1",78
"79",25,16,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,1,0,9,9,0,9,9,0,9,9,0,0,"0",0,0,"0",0,277,0.981949458,0.018050542,0,1,0,0,0,0,"0","1",84.21052632,0,100,0,0,0,0,100,0,"0","0","0","1","0",26,2165,4808269,0,"0","2","0",79
"80",26,10,"0",1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","0",0.038461538,0,0,0,"0","0","0",1,"0","0","0",0,1,0,2,0,7,7,7,7,7,7,7,7,7,0,"0",0,0,"0",0,8,0.125,0.875,0,1,0,0,0,0,"0","1",33.33333333,0,0,100,0,0,0,0,0,"0","0","0","0","0",0,2139,309382,0,"1","7","1",80
"81",22,14,"0",3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",3,"0","0","0",0,0,0,2,3,3,3,0,3,3,0,3,3,0,0,"0",0,0,"0",0,41,0.512195122,0.487804878,0,2,0,0,0,0,"0","1",64.28571429,0,0,0,0,0,0,15.38461538,0,"0","0","0","1","1",-1,-1,4098901,0,"0","2","0",81
"82",30,22,"0",2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"1","0","0",0,0,0,3,1,4,4,0,8,8,0,5.666666667,5.666666667,0,1,"0",0,0,"0",0,10,0.4,0.6,0,2,0,0,0,0,"0","1",33.33333333,0,100,0,0,0,0,0,0,"0","0","1","1","0",69,1756,0,0,"1","1","1",82
"83",47,14,"0",3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,"0","1",0.042553191,0,0,0,"0","0","0",3,"0","0","0",0,1,0,6,3,2,3,2,13,6,13,5.166666667,4.5,5.5,0,"0",0,0,"0",0,6,0.833333333,0.166666667,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","0","1","0","0",169,7501,628638,0,"0","5","0",83
"84",29,21,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","0","0",0,1,0,2,3,3,3,0,13,13,0,8,8,0,0,"0",0,0,"0",0,38,0.105263158,0.894736842,0,2,0,0.058823529,0,0,"1","1",20,0,0,100,0,0,0,28.57142857,0,"0","0","1","0","0",310,1882,7574859,0,"0","4","0",84
"85",41,32,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","1",0,0,0,2,0,8,8,0,19,19,0,13.5,13.5,0,0,"1",0,0,"0",0,209,0.516746411,0.483253589,0,3,0,0.267326733,0,0.02970297,"1","1",0,0,8.163265306,91.83673469,0,0,0,70.22900763,0,"0","0","1","1","0",372,7297,0,0,"0","5","0",85
"86",58,16,"0",3,6,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",3,"1","1","0",0,1,0,10,3,1,3,1,7,4,7,3.8,3.333333333,4,0,"0",0,0,"0",0,45,0.488888889,0.511111111,0,2,0,0.304347826,0,0.043478261,"0","1",81.81818182,0,0,100,0,0,0,65.11627907,0,"0","0","1","0","0",295,5913,86462,0,"0","5","0",86
"87",18,10,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","1","0",0,1,0,2,3,3,3,0,3,3,0,3,3,0,0,"0",0,0,"0",0,155,0.851612903,0.148387097,0,0,0,0.695652174,0,0,"0","0",57.14285714,0,0,100,0,0,0,74.50980392,0,"0","0","0","0","0",283,8710,106251,0,"0","5","0",87
"88",86,16,"0",2,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"1","0","0",0,0,0,11,4,2,12,2,12,12,10,5.909090909,12,5.3,3,"0",0,0,"0",0,32,0.40625,0.59375,0,0,0,0.421052632,0,0.157894737,"1","0",100,0,100,0,0,0,0,5.263157895,0,"0","0","1","1","0",336,760,0,0,"1","0","1",88
"89",51,18,"0",3,0,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,"0","0",0.039215686,0.111111111,0,0,"0","0","0",3,"0","0","0",0,0,0,6,3,3,3,4,10,10,7,5.5,6.5,5,0,"0",0,0,"0",0,31,0.64516129,0.35483871,0,1,0,0.181818182,0,0,"0","1",85.71428571,0,100,0,0,0,0,27.27272727,0,"0","0","0","0","0",302,1159,0,0,"0","2","0",89
"90",64,26,"0",2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,5,4,3,3,6,18,18,11,9.6,10.5,9,1,"0",0,0,"0",0,1,1,0,0,0,0,0,0,0,"0","0",100,0,0,0,0,0,0,0,0,"0","1","1","0","0",218,7452,0,0,"1","1","1",90
"91",24,5,"0",1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","1",0.208333333,0,0,0,"0","0","0",1,"0","0","0",0,1,0,2,0,2,2,11,11,2,11,6.5,2,11,0,"0",0,0,"0",0,10,0.1,0.9,0,1,0,0,0,0,"0","1",0,0,0,0,0,0,0,0,0,"0","0","1","0","0",0,-1,134401,0,"1","5","1",91
"92",58,29,"0",5,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","0",0.017241379,0.034482759,0,0,"0","0","0",3,"0","0","1",0,0,0,6,1,1,1,4,15,12,15,6.833333333,5.5,9.5,0,"0",0,0,"0",0,21,0.19047619,0.80952381,0,1,0,0.176470588,0,0,"0","1",0,0,20,80,0,0,0,25,0,"0","0","1","1","0",228,5616,0,0,"1","5","1",92
"93",25,18,"0",2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,2,1,6,6,0,8,8,0,7,7,0,0,"0",0,0,"0",0,12,0,1,0,2,0,0.583333333,0,0,"0","1",0,0,0,100,0,0,0,0,0,"0","0","1","0","0",252,7446,6418275,0,"1","0","1",93
"94",27,18,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0,0,"0",0,0,"0",0,84,0.857142857,0.142857143,0,1,0,0.166666667,0,0.083333333,"0","1",87.5,0,80,20,0,0,0,50,0,"0","0","0","0","0",2357,4947,666195,0,"0","3","0",94
"95",69,11,"0",1,5,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",1,"0","0","0",0,0,0,7,1,3,7,3,11,7,11,7.285714286,7,7.333333333,0,"0",0,0,"0",0,30,0.366666667,0.633333333,0,0,0,0.736842105,0,0.052631579,"0","0",50,0,0,100,0,0,0,46.66666667,0,"0","0","1","0","0",181,2375,164898,0,"0","5","0",95
"96",52,16,"0",2,1,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,6,1,2,2,4,9,9,9,5.833333333,5.5,6,0,"1",0,0,"0",0,1175,0.96,0.04,0,0,0,0.446808511,0,0.042553191,"0","0",100,0,100,0,0,0,0,78.03738318,0,"0","0","0","1","0",902,7133,12,0,"0","7","0",96
"97",51,17,"0",3,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",3,"0","0","0",0,0,0,5,3,3,3,4,11,9,11,7,6,7.666666667,0,"0",0,0,"0",0,197,0.700507614,0.299492386,0,3,0,0.305084746,0,0,"0","1",11.11111111,0,8.333333333,91.66666667,0,0,0,22.72727273,0,"0","0","0","1","0",3400,-1,93350,0,"0","5","0",97
"98",35,28,"0",2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,"0","1",0.028571429,0.035714286,0,0,"0","0","0",2,"0","0","1",0,1,0,2,1,8,8,0,15,15,0,11.5,11.5,0,0,"1",0,0,"0",0,14,0.071428571,0.928571429,0,0,0,0.846153846,0,0.615384615,"0","1",0,0,0,0,0,0,0,14.28571429,0,"0","0","1","0","0",374,7295,0,0,"1","5","1",98
"99",46,17,"0",2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,5,5,3,3,3,9,9,9,6,6,6,0,"0",0,0,"0",0,484,0.896694215,0.103305785,0,2,0,0.06,0,0.02,"0","1",11.11111111,0,5.714285714,94.28571429,0,0,0,0,0,"0","0","1","0","0",1236,6434,325,0,"0","7","0",99
"100",70,24,"0",2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,"0","1",0.057142857,0,0,0,"0","0","0",2,"1","0","0",0,1,0,8,0,2,4,2,15,15,8,6.5,9.5,5.5,3,"0",0,0,"0",0,38,0.421052632,0.578947368,0,2,0,0.227272727,0,0.181818182,"0","1",42.85714286,0,0,100,0,0,0,11.11111111,0,"0","0","1","1","0",318,778,0,0,"1","0","1",100
"101",49,6,"0",2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,"0","1",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,4,1,1,3,1,28,3,28,8.75,3,10.66666667,0,"0",0,0,"0",0,9,1,0,0,0,0,0,0,0,"0","0",100,0,100,0,0,0,0,100,0,"0","0","1","0","0",0,-1,4934,0,"1","4","0",101
"102",44,14,"1",3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,"0","1",0.159090909,0,0,0,"0","0","0",3,"0","0","0",0,2,0,6,1,2,2,3,8,8,7,4.833333333,5,4.75,0,"0",0,0,"0",0,89,0.95505618,0.04494382,0,0,0,1,0,0,"0","1",86.66666667,0,66.66666667,33.33333333,0,0,0,100,0,"0","0","1","0","0",148,7158,2294,0,"1","3","0",102
"103",52,44,"1",4,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,"0","1",0.211538462,0.25,0,0,"0","0","0",3,"0","0","1",0,0,0,4,1,1,1,0,27,27,0,9.25,9.25,0,0,"0",0,0,"0",0,21,0.19047619,0.80952381,0,1,0,0.294117647,0,0,"0","1",0,0,20,80,0,0,0,25,0,"0","0","1","1","0",216,5627,0,0,"1","5","1",103
"104",81,15,"0",3,0,0,0,0,0,0,4,0,0,6,0,1,0,0,0,0,1,0,0,"0","1",0.061728395,0,0,0,"0","0","0",3,"0","0","0",0,0,0,11,6,1,3,1,10,7,10,5.454545455,5,5.555555556,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","1","1","1","0",195,8205,0,0,"1","3","0",104
"105",42,17,"0",2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,4,0,2,2,4,11,10,11,6.75,6,7.5,0,"0",0,0,"0",0,106,0.962264151,0.037735849,0,0,0,0,0,0,"0","0",100,0,100,0,0,0,0,77.77777778,0,"0","0","0","1","0",510,6430,618,0,"0","5","0",105
"106",27,18,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","0",0,0,0,2,4,3,3,0,10,10,0,6.5,6.5,0,0,"0",0,0,"0",0,76,0.802631579,0.197368421,0,1,0,0.133333333,0,0.2,"0","1",40,0,0,100,0,0,0,30,0,"0","0","1","1","0",1370,8493,158628,0,"0","4","0",106
"107",71,14,"0",3,2,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",3,"1","0","0",0,1,0,8,5,3,3,4,10,6,10,6.5,4.5,7.166666667,0,"1",0,0,"0",0,67,0.940298507,0.059701493,0,0,0,0.25,0,0.25,"0","0",50,0,0,0,0,0,0,88.46153846,0,"0","0","0","0","0",131,11555,609,0,"1","7","0",107
"108",28,19,"0",2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","0",0,0,0,0,"0","0","0",2,"0","0","1",0,0,0,2,3,3,3,0,11,11,0,7,7,0,0,"0",0,0,"0",0,26,0.653846154,0.346153846,0,1,0,0.222222222,0,0,"0","1",66.66666667,0,33.33333333,66.66666667,0,0,0,71.42857143,0,"0","0","0","0","0",1485,3993,198861,0,"0","3","0",108
"109",47,13,"0",4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,1,"1","1",0,0,0,0,"0","0","0",3,"0","0","0",0,0,0,6,1,2,2,2,9,7,9,5,4.5,5.25,1,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","1","1","0","0",292,1534,0,0,"1","0","1",109
"110",28,14,"0",1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,"0","1",0.035714286,0,0,0,"0","0","0",1,"0","0","0",0,0,0,2,0,5,11,5,11,11,5,8,11,5,0,"0",0,0,"0",0,1,0,1,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","0","1","0","1",0,895,0,0,"1","0","1",110
"111",45,24,"0",3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,0,0,"0","1",0,0,0,0,"0","0","0",3,"0","0","0",0,2,0,4,3,3,3,3,13,13,8,6.75,8,5.5,1,"0",0,0,"0",0,22,0.590909091,0.409090909,0,1,0,0,0,0,"0","1",0,0,0,0,0,0,0,33.33333333,0,"0","0","1","1","0",81,-1,0,0,"1","0","1",111
"112",136,38,"0",2,1,0,1,0,0,1,2,0,0,7,0,3,0,0,0,0,0,3,0,"0","0",0.095588235,0,0,0,"1","1","0",2,"1","0","1",0,1,0,12,0,1,2,1,46,20,46,9.25,10.66666667,8.777777778,0,"0",0,0,"0",0,26,0.115384615,0.884615385,0,0,0,0,0,0.086956522,"0","1",7.692307692,0,0,0,0,0,0,0,0,"0","0","1","0","0",381,8019,0,0,"1","4","1",112
"113",51,15,"0",3,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,"0","1",0.019607843,0.066666667,0,0,"0","0","1",3,"0","0","0",0,3,0,6,3,3,4,3,12,6,12,5.833333333,5,6.25,0,"0",0,0,"0",0,108,0.981481481,0.018518519,0,0,0,0,0,0,"0","0",88.88888889,0,100,0,0,0,0,95,0,"0","0","0","0","0",1913,8973,10626,0,"1","5","0",113
"114",52,18,"0",3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,"0","1",0,0,0,0,"0","0","0",3,"0","0","0",0,1,0,6,5,3,3,3,10,10,8,6,6.5,5.75,0,"0",0,0,"0",0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,0,"0","1","1","0","0",527,-1,0,0,"1","1","1",114
